Year,Region,variable,value
2023-12-31,Western Africa,No Affected,11073396.174240625
2024-12-31,Western Africa,No Affected,10928213.726291556
2025-12-31,Western Africa,No Affected,11770528.278926222
2026-12-31,Western Africa,No Affected,11740681.340584463
2027-12-31,Western Africa,No Affected,11652972.178989805
2028-12-31,Western Africa,No Affected,11507789.731040724
2029-12-31,Western Africa,No Affected,12350104.283682905
2030-12-31,Western Africa,No Affected,12320257.345346522
2031-12-31,Western Africa,No Affected,12232548.183751425
2032-12-31,Western Africa,No Affected,0.0
2033-12-31,Western Africa,No Affected,0.0
2034-12-31,Western Africa,No Affected,0.0
2035-12-31,Western Africa,No Affected,0.0
2036-12-31,Western Africa,No Affected,0.0
2037-12-31,Western Africa,No Affected,3850.2651556253854
2038-12-31,Western Africa,No Affected,18660.978981392538
2039-12-31,Western Africa,No Affected,22057.450243664185
2040-12-31,Western Africa,No Affected,26018.875525040494
2041-12-31,Western Africa,No Affected,26444.277827535094
2042-12-31,Western Africa,No Affected,26975.18748811346
2043-12-31,Western Africa,No Affected,28010.174781106158
2044-12-31,Western Africa,No Affected,33482.27942805252
2045-12-31,Western Africa,No Affected,30981.243742350372
2046-12-31,Western Africa,No Affected,34013.189089295745
2047-12-31,Western Africa,No Affected,36497.97936299743
2048-12-31,Western Africa,No Affected,38434.06103118526
2049-12-31,Western Africa,No Affected,35933.025345645256
2050-12-31,Western Africa,No Affected,38964.970692662486
2021-12-31,Western Asia,No Affected,635.5178505282136
2022-12-31,Western Asia,No Affected,1003.1377266272997
2023-12-31,Western Asia,No Affected,1209.3847215734997
2024-12-31,Western Asia,No Affected,1254.2424377814255
2025-12-31,Western Asia,No Affected,1342.0147369169827
2026-12-31,Western Asia,No Affected,1709.634613152167
2027-12-31,Western Asia,No Affected,1915.8816083083716
2028-12-31,Western Asia,No Affected,1960.7393247907871
2029-12-31,Western Asia,No Affected,2048.5116257672294
2030-12-31,Western Asia,No Affected,2416.131505327724
2031-12-31,Western Asia,No Affected,2622.3785053680513
2032-12-31,Western Asia,No Affected,2667.236228306392
2033-12-31,Western Asia,No Affected,2755.0085357246653
2034-12-31,Western Asia,No Affected,3122.628420210206
2035-12-31,Western Asia,No Affected,3328.8754235852707
2036-12-31,Western Asia,No Affected,3373.7331481560127
2037-12-31,Western Asia,No Affected,3461.505455534994
2038-12-31,Western Asia,No Affected,3829.125339991264
2039-12-31,Western Asia,No Affected,4035.372343347419
2040-12-31,Western Asia,No Affected,4080.2300681096895
2041-12-31,Western Asia,No Affected,4168.002375928102
2042-12-31,Western Asia,No Affected,4535.62226098415
2043-12-31,Western Asia,No Affected,4741.869265003929
2044-12-31,Western Asia,No Affected,4786.726990500503
2045-12-31,Western Asia,No Affected,4874.499299001482
2046-12-31,Western Asia,No Affected,5242.11918471782
2047-12-31,Western Asia,No Affected,5448.366189432989
2048-12-31,Western Asia,No Affected,5493.22391553128
2049-12-31,Western Asia,No Affected,5580.996224534623
2050-12-31,Western Asia,No Affected,5948.6161105961055
2021-12-31,Eastern Africa,No Affected,23634.103387178464
2022-12-31,Eastern Africa,No Affected,21816.14027455646
2023-12-31,Eastern Africa,No Affected,20059.649782077926
2024-12-31,Eastern Africa,No Affected,18366.118327706834
2025-12-31,Eastern Africa,No Affected,21756.080217272633
2026-12-31,Eastern Africa,No Affected,19938.11710486724
2027-12-31,Eastern Africa,No Affected,18181.626612507032
2028-12-31,Eastern Africa,No Affected,16488.09515823423
2029-12-31,Eastern Africa,No Affected,19878.057048143186
2030-12-31,Eastern Africa,No Affected,18060.09393659667
2031-12-31,Eastern Africa,No Affected,16303.603445802175
2032-12-31,Eastern Africa,No Affected,14610.071993549273
2033-12-31,Eastern Africa,No Affected,18000.033885541503
2034-12-31,Eastern Africa,No Affected,16182.070775879994
2035-12-31,Eastern Africa,No Affected,14425.580286510205
2036-12-31,Eastern Africa,No Affected,12732.048834802716
2037-12-31,Eastern Africa,No Affected,16122.010726544957
2038-12-31,Eastern Africa,No Affected,14304.047616416085
2039-12-31,Eastern Africa,No Affected,12547.557126366113
2040-12-31,Eastern Africa,No Affected,10854.025674392706
2041-12-31,Eastern Africa,No Affected,14243.987566513431
2042-12-31,Eastern Africa,No Affected,12426.024456789133
2043-12-31,Eastern Africa,No Affected,10669.533966979598
2044-12-31,Eastern Africa,No Affected,8976.002514641234
2045-12-31,Eastern Africa,No Affected,12365.964405419934
2046-12-31,Eastern Africa,No Affected,10548.001294104059
2047-12-31,Eastern Africa,No Affected,8791.510802985049
2048-12-31,Eastern Africa,No Affected,7097.979350005934
2049-12-31,Eastern Africa,No Affected,10487.941241244567
2050-12-31,Eastern Africa,No Affected,8669.97813107372
2021-12-31,Central America,No Affected,213448.01578854266
2022-12-31,Central America,No Affected,276557.03460297623
2023-12-31,Central America,No Affected,305188.49683051853
2024-12-31,Central America,No Affected,299321.7586825585
2025-12-31,Central America,No Affected,274957.08408888185
2026-12-31,Central America,No Affected,338066.3186674714
2027-12-31,Central America,No Affected,366697.8929999495
2028-12-31,Central America,No Affected,360831.1632870419
2029-12-31,Central America,No Affected,336466.49992794485
2030-12-31,Central America,No Affected,399575.8056148112
2031-12-31,Central America,No Affected,428207.5081263751
2032-12-31,Central America,No Affected,422340.96367776004
2033-12-31,Central America,No Affected,397976.54284317757
2034-12-31,Central America,No Affected,461086.08825061825
2035-12-31,Central America,No Affected,489717.9706051115
2036-12-31,Central America,No Affected,483851.5461171415
2037-12-31,Central America,No Affected,459487.1853473488
2038-12-31,Central America,No Affected,522596.7307594918
2039-12-31,Central America,No Affected,551228.6131150812
2040-12-31,Central America,No Affected,545362.1886141403
2041-12-31,Central America,No Affected,520997.8278211869
2042-12-31,Central America,No Affected,584107.3732150237
2043-12-31,Central America,No Affected,612739.2555574181
2044-12-31,Central America,No Affected,606872.8310528847
2045-12-31,Central America,No Affected,582508.4702763048
2046-12-31,Central America,No Affected,645618.0156966178
2047-12-31,Central America,No Affected,674249.8980593287
2048-12-31,Central America,No Affected,668383.4735703953
2049-12-31,Central America,No Affected,644019.1128007235
2050-12-31,Central America,No Affected,707128.6582183223
2021-12-31,South-Eastern Asia,No Affected,0.0
2022-12-31,South-Eastern Asia,No Affected,0.0
2023-12-31,South-Eastern Asia,No Affected,0.0
2024-12-31,South-Eastern Asia,No Affected,0.0
2025-12-31,South-Eastern Asia,No Affected,0.0
2026-12-31,South-Eastern Asia,No Affected,0.0
2027-12-31,South-Eastern Asia,No Affected,0.0
2028-12-31,South-Eastern Asia,No Affected,0.0
2029-12-31,South-Eastern Asia,No Affected,0.0
2030-12-31,South-Eastern Asia,No Affected,0.0
2031-12-31,South-Eastern Asia,No Affected,0.0
2032-12-31,South-Eastern Asia,No Affected,0.0
2033-12-31,South-Eastern Asia,No Affected,0.0
2034-12-31,South-Eastern Asia,No Affected,0.0
2035-12-31,South-Eastern Asia,No Affected,2.693593590743666
2036-12-31,South-Eastern Asia,No Affected,6.447941113951975
2037-12-31,South-Eastern Asia,No Affected,10.228425689826002
2038-12-31,South-Eastern Asia,No Affected,14.036689876270998
2039-12-31,South-Eastern Asia,No Affected,23.218018241781323
2040-12-31,South-Eastern Asia,No Affected,26.972365968414287
2041-12-31,South-Eastern Asia,No Affected,30.752851669950456
2042-12-31,South-Eastern Asia,No Affected,34.56111789490635
2043-12-31,South-Eastern Asia,No Affected,43.74244929743059
2044-12-31,South-Eastern Asia,No Affected,47.496801056808735
2045-12-31,South-Eastern Asia,No Affected,51.918466528583295
2046-12-31,South-Eastern Asia,No Affected,57.00908726552011
2047-12-31,South-Eastern Asia,No Affected,68.11570456763903
2048-12-31,South-Eastern Asia,No Affected,75.2976849549659
2049-12-31,South-Eastern Asia,No Affected,84.00814603890274
2050-12-31,South-Eastern Asia,No Affected,93.60755463047626
2021-12-31,Southern Europe,No Affected,5554.303398801435
2022-12-31,Southern Europe,No Affected,5626.086635099624
2023-12-31,Southern Europe,No Affected,5697.903854829891
2024-12-31,Southern Europe,No Affected,5774.642787216744
2025-12-31,Southern Europe,No Affected,5846.393531578841
2026-12-31,Southern Europe,No Affected,5918.176767877021
2027-12-31,Southern Europe,No Affected,0.0
2028-12-31,Southern Europe,No Affected,0.0
2029-12-31,Southern Europe,No Affected,0.0
2030-12-31,Southern Europe,No Affected,0.0
2031-12-31,Southern Europe,No Affected,0.0
2032-12-31,Southern Europe,No Affected,0.0
2033-12-31,Southern Europe,No Affected,0.0
2034-12-31,Southern Europe,No Affected,0.0
2035-12-31,Southern Europe,No Affected,0.0
2036-12-31,Southern Europe,No Affected,0.0
2037-12-31,Southern Europe,No Affected,0.0
2038-12-31,Southern Europe,No Affected,0.0
2039-12-31,Southern Europe,No Affected,0.0
2040-12-31,Southern Europe,No Affected,0.0
2041-12-31,Southern Europe,No Affected,0.0
2042-12-31,Southern Europe,No Affected,0.0
2043-12-31,Southern Europe,No Affected,0.0
2044-12-31,Southern Europe,No Affected,0.0
2045-12-31,Southern Europe,No Affected,0.0
2046-12-31,Southern Europe,No Affected,0.0
2047-12-31,Southern Europe,No Affected,0.0
2048-12-31,Southern Europe,No Affected,0.0
2049-12-31,Southern Europe,No Affected,0.0
2050-12-31,Southern Europe,No Affected,0.0
2021-12-31,South America,No Affected,76748348.86067346
2022-12-31,South America,No Affected,77764587.63022256
2023-12-31,South America,No Affected,78308695.51759693
2024-12-31,South America,No Affected,79805184.15622
2025-12-31,South America,No Affected,81315437.70678842
2026-12-31,South America,No Affected,82838709.84889434
2027-12-31,South America,No Affected,83857704.7739502
2028-12-31,South America,No Affected,85354193.41257343
2029-12-31,South America,No Affected,86378249.25137787
2030-12-31,South America,No Affected,87404604.15133968
2031-12-31,South America,No Affected,87916565.7038382
2032-12-31,South America,No Affected,88938167.30478099
2033-12-31,South America,No Affected,89962223.14358477
2034-12-31,South America,No Affected,90988578.04354826
2035-12-31,South America,No Affected,91500539.59604882
2036-12-31,South America,No Affected,92522141.19699062
2037-12-31,South America,No Affected,93546197.03579567
2038-12-31,South America,No Affected,94572551.93575895
2039-12-31,South America,No Affected,95084513.48825644
2040-12-31,South America,No Affected,96106115.0891957
2041-12-31,South America,No Affected,97130170.9280004
2042-12-31,South America,No Affected,98156525.82795984
2043-12-31,South America,No Affected,98668487.38045767
2044-12-31,South America,No Affected,99690088.98139995
2045-12-31,South America,No Affected,100714144.82020488
2046-12-31,South America,No Affected,101740499.72016767
2047-12-31,South America,No Affected,102252461.27266891
2048-12-31,South America,No Affected,103274062.87361088
2049-12-31,South America,No Affected,104298118.71241419
2050-12-31,South America,No Affected,105324473.61237746
2021-12-31,Western Europe,No Affected,782912.0783210306
2022-12-31,Western Europe,No Affected,793654.1949825302
2023-12-31,Western Europe,No Affected,815535.1769962634
2024-12-31,Western Europe,No Affected,826219.6380023009
2025-12-31,Western Europe,No Affected,836931.2281237969
2026-12-31,Western Europe,No Affected,847673.3441622527
2027-12-31,Western Europe,No Affected,869554.3257816657
2028-12-31,Western Europe,No Affected,880238.7866224544
2029-12-31,Western Europe,No Affected,890950.3768693224
2030-12-31,Western Europe,No Affected,901692.4932751354
2031-12-31,Western Europe,No Affected,923573.4753242473
2032-12-31,Western Europe,No Affected,934257.9366566271
2033-12-31,Western Europe,No Affected,944969.5273743545
2034-12-31,Western Europe,No Affected,955711.6441682667
2035-12-31,Western Europe,No Affected,977592.6265227882
2036-12-31,Western Europe,No Affected,988277.0880757219
2037-12-31,Western Europe,No Affected,998988.6789015457
2038-12-31,Western Europe,No Affected,1009730.7957738715
2039-12-31,Western Europe,No Affected,1031611.7781770928
2040-12-31,Western Europe,No Affected,1042295.5054371145
2041-12-31,Western Europe,No Affected,1053005.6276302687
2042-12-31,Western Europe,No Affected,1063745.54155805
2043-12-31,Western Europe,No Affected,1085623.5846930654
2044-12-31,Western Europe,No Affected,1096304.3726866753
2045-12-31,Western Europe,No Affected,1107012.2899270528
2046-12-31,Western Europe,No Affected,1117750.7332157393
2047-12-31,Western Europe,No Affected,1139628.040025295
2048-12-31,Western Europe,No Affected,1150308.8280189212
2049-12-31,Western Europe,No Affected,1161016.7452593218
2050-12-31,Western Europe,No Affected,1171755.1885480096
2021-12-31,Eastern Europe,No Affected,0.0
2022-12-31,Eastern Europe,No Affected,0.0
2023-12-31,Eastern Europe,No Affected,0.0
2024-12-31,Eastern Europe,No Affected,0.0
2025-12-31,Eastern Europe,No Affected,0.0
2026-12-31,Eastern Europe,No Affected,0.0
2027-12-31,Eastern Europe,No Affected,0.0
2028-12-31,Eastern Europe,No Affected,0.0
2029-12-31,Eastern Europe,No Affected,0.0
2030-12-31,Eastern Europe,No Affected,0.0
2031-12-31,Eastern Europe,No Affected,0.0
2032-12-31,Eastern Europe,No Affected,548.9881877434709
2033-12-31,Eastern Europe,No Affected,400.47586714689425
2034-12-31,Eastern Europe,No Affected,0.0
2035-12-31,Eastern Europe,No Affected,639.3766960485384
2036-12-31,Eastern Europe,No Affected,1963.2556685293887
2037-12-31,Eastern Europe,No Affected,879.4107391729269
2038-12-31,Eastern Europe,No Affected,3132.058709946974
2039-12-31,Eastern Europe,No Affected,2983.546336610393
2040-12-31,Eastern Europe,No Affected,2832.8854222232153
2041-12-31,Eastern Europe,No Affected,2681.091264693375
2042-12-31,Eastern Europe,No Affected,4937.020993161005
2043-12-31,Eastern Europe,No Affected,3856.457805610131
2044-12-31,Eastern Europe,No Affected,5177.054946337138
2045-12-31,Eastern Europe,No Affected,6499.800614555395
2046-12-31,Eastern Europe,No Affected,7823.679512392348
2047-12-31,Eastern Europe,No Affected,5809.932264670611
2048-12-31,Eastern Europe,No Affected,7130.529381940394
2049-12-31,Eastern Europe,No Affected,8453.275212439956
2050-12-31,Eastern Europe,No Affected,9777.154458254337
2021-12-31,Northern Africa,No Affected,44256.20893601644
2022-12-31,Northern Africa,No Affected,45579.15026253882
2023-12-31,Northern Africa,No Affected,46903.22483042868
2024-12-31,Northern Africa,No Affected,44889.67335988196
2025-12-31,Northern Africa,No Affected,49550.707433238706
2026-12-31,Northern Africa,No Affected,54212.32549675774
2027-12-31,Northern Africa,No Affected,58869.452669889535
2028-12-31,Northern Africa,No Affected,60193.64387452866
2029-12-31,Northern Africa,No Affected,64854.67794788623
2030-12-31,Northern Africa,No Affected,66176.05472529853
2031-12-31,Northern Africa,No Affected,67494.50516143488
2032-12-31,Northern Africa,No Affected,65485.64376082838
2033-12-31,Northern Africa,No Affected,66808.93515900701
2034-12-31,Northern Africa,No Affected,68130.31193641515
2035-12-31,Northern Africa,No Affected,69448.76237256202
2036-12-31,Northern Africa,No Affected,67439.90097196905
2037-12-31,Northern Africa,No Affected,68763.19237014116
2038-12-31,Northern Africa,No Affected,70084.56914755721
2039-12-31,Northern Africa,No Affected,71403.01958370296
2040-12-31,Northern Africa,No Affected,69394.15818309001
2041-12-31,Northern Africa,No Affected,70717.44958124524
2042-12-31,Northern Africa,No Affected,72038.82635865915
2043-12-31,Northern Africa,No Affected,73357.27679478035
2044-12-31,Northern Africa,No Affected,71348.41539416945
2045-12-31,Northern Africa,No Affected,72671.70679234476
2046-12-31,Northern Africa,No Affected,73993.08356976036
2047-12-31,Northern Africa,No Affected,75311.5340059028
2048-12-31,Northern Africa,No Affected,73302.67260531432
2049-12-31,Northern Africa,No Affected,74625.96400348755
2050-12-31,Northern Africa,No Affected,75947.3407808925
2021-12-31,Middle Africa,No Affected,135847.0767063168
2022-12-31,Middle Africa,No Affected,136684.29056176599
2023-12-31,Middle Africa,No Affected,137484.5872117805
2024-12-31,Middle Africa,No Affected,124964.77162853205
2025-12-31,Middle Africa,No Affected,125834.83873059755
2026-12-31,Middle Africa,No Affected,126672.05253665298
2027-12-31,Middle Africa,No Affected,127472.34917207682
2028-12-31,Middle Africa,No Affected,114952.53360906072
2029-12-31,Middle Africa,No Affected,115822.60076601163
2030-12-31,Middle Africa,No Affected,116659.81462672961
2031-12-31,Middle Africa,No Affected,117460.11131660787
2032-12-31,Middle Africa,No Affected,104940.2957903289
2033-12-31,Middle Africa,No Affected,105810.3629554965
2034-12-31,Middle Africa,No Affected,106647.57679615988
2035-12-31,Middle Africa,No Affected,107447.8734377067
2036-12-31,Middle Africa,No Affected,94928.05785186285
2037-12-31,Middle Africa,No Affected,95798.12496373332
2038-12-31,Middle Africa,No Affected,96635.33876813897
2039-12-31,Middle Africa,No Affected,97435.63539046957
2040-12-31,Middle Africa,No Affected,84915.81979186306
2041-12-31,Middle Africa,No Affected,85785.88688041607
2042-12-31,Middle Africa,No Affected,86623.10065094318
2043-12-31,Middle Africa,No Affected,87423.39723065004
2044-12-31,Middle Africa,No Affected,74903.58159167196
2045-12-31,Middle Africa,No Affected,75773.6486526877
2046-12-31,Middle Africa,No Affected,76610.86240847968
2047-12-31,Middle Africa,No Affected,77411.15895880696
2048-12-31,Middle Africa,No Affected,64891.3432739249
2049-12-31,Middle Africa,No Affected,65761.41026157679
2050-12-31,Middle Africa,No Affected,66598.62394374816
2021-12-31,Central Asia,No Affected,0.0
2022-12-31,Central Asia,No Affected,0.0
2023-12-31,Central Asia,No Affected,0.0
2024-12-31,Central Asia,No Affected,0.0
2025-12-31,Central Asia,No Affected,0.0
2026-12-31,Central Asia,No Affected,0.0
2027-12-31,Central Asia,No Affected,0.0
2028-12-31,Central Asia,No Affected,6116.809279509122
2029-12-31,Central Asia,No Affected,6876.170711630012
2030-12-31,Central Asia,No Affected,20869.806157338164
2031-12-31,Central Asia,No Affected,21535.452265856507
2032-12-31,Central Asia,No Affected,22148.438307472934
2033-12-31,Central Asia,No Affected,10143.110787659603
2034-12-31,Central Asia,No Affected,10857.569583194167
2035-12-31,Central Asia,No Affected,11523.21569169662
2036-12-31,Central Asia,No Affected,12136.201733352244
2037-12-31,Central Asia,No Affected,130.87421359061264
2038-12-31,Central Asia,No Affected,845.3330091001583
2039-12-31,Central Asia,No Affected,1510.9791176321335
2040-12-31,Central Asia,No Affected,2123.96515928373
2041-12-31,Central Asia,No Affected,0.0
2042-12-31,Central Asia,No Affected,0.0
2043-12-31,Central Asia,No Affected,0.0
2044-12-31,Central Asia,No Affected,0.0
2045-12-31,Central Asia,No Affected,0.0
2046-12-31,Central Asia,No Affected,0.0
2047-12-31,Central Asia,No Affected,0.0
2048-12-31,Central Asia,No Affected,0.0
2049-12-31,Central Asia,No Affected,0.0
2050-12-31,Central Asia,No Affected,0.0
2021-12-31,Polynesia,No Affected,10470303.260579292
2022-12-31,Polynesia,No Affected,15713896.67763415
2023-12-31,Polynesia,No Affected,7927588.561346491
2024-12-31,Polynesia,No Affected,13153038.52479123
2025-12-31,Polynesia,No Affected,18389590.451515358
2026-12-31,Polynesia,No Affected,23633281.27113553
2027-12-31,Polynesia,No Affected,15847119.28281163
2028-12-31,Polynesia,No Affected,21098329.00057785
2029-12-31,Polynesia,No Affected,26386205.67234457
2030-12-31,Polynesia,No Affected,31706737.635596447
2031-12-31,Polynesia,No Affected,24023003.230670176
2032-12-31,Polynesia,No Affected,29433067.64924578
2033-12-31,Polynesia,No Affected,34910661.2381257
2034-12-31,Polynesia,No Affected,40451820.97056696
2035-12-31,Polynesia,No Affected,33019779.915352326
2036-12-31,Polynesia,No Affected,38738405.107390344
2037-12-31,Polynesia,No Affected,44550586.08258988
2038-12-31,Polynesia,No Affected,50452359.81422233
2039-12-31,Polynesia,No Affected,43505372.24170242
2040-12-31,Polynesia,No Affected,49750338.86790778
2041-12-31,Polynesia,No Affected,56104277.344342396
2042-12-31,Polynesia,No Affected,62563224.64427228
2043-12-31,Polynesia,No Affected,56202698.28368294
2044-12-31,Polynesia,No Affected,62964695.457262136
2045-12-31,Polynesia,No Affected,69849230.62008753
2046-12-31,Polynesia,No Affected,76852340.74542707
2047-12-31,Polynesia,No Affected,71053743.93939538
2048-12-31,Polynesia,No Affected,78381249.74007168
2049-12-31,Polynesia,No Affected,85835178.04007766
2050-12-31,Polynesia,No Affected,93522239.62164016
2021-12-31,Australia and New Zealand,No Affected,514209979.15932715
2022-12-31,Australia and New Zealand,No Affected,523444822.78348744
2023-12-31,Australia and New Zealand,No Affected,532670886.521479
2024-12-31,Australia and New Zealand,No Affected,528866957.08334464
2025-12-31,Australia and New Zealand,No Affected,538106621.815622
2026-12-31,Australia and New Zealand,No Affected,547341465.439789
2027-12-31,Australia and New Zealand,No Affected,556567529.1778637
2028-12-31,Australia and New Zealand,No Affected,552763599.739817
2029-12-31,Australia and New Zealand,No Affected,562003264.4720862
2030-12-31,Australia and New Zealand,No Affected,571238108.0962116
2031-12-31,Australia and New Zealand,No Affected,580464171.8342993
2032-12-31,Australia and New Zealand,No Affected,576660242.3961725
2033-12-31,Australia and New Zealand,No Affected,585899907.1283617
2034-12-31,Australia and New Zealand,No Affected,595134750.7525097
2035-12-31,Australia and New Zealand,No Affected,0.0
2036-12-31,Australia and New Zealand,No Affected,0.0
2037-12-31,Australia and New Zealand,No Affected,0.0
2038-12-31,Australia and New Zealand,No Affected,0.0
2039-12-31,Australia and New Zealand,No Affected,0.0
2040-12-31,Australia and New Zealand,No Affected,0.0
2041-12-31,Australia and New Zealand,No Affected,0.0
2042-12-31,Australia and New Zealand,No Affected,0.0
2043-12-31,Australia and New Zealand,No Affected,0.0
2044-12-31,Australia and New Zealand,No Affected,0.0
2045-12-31,Australia and New Zealand,No Affected,0.0
2046-12-31,Australia and New Zealand,No Affected,0.0
2047-12-31,Australia and New Zealand,No Affected,0.0
2048-12-31,Australia and New Zealand,No Affected,0.0
2049-12-31,Australia and New Zealand,No Affected,0.0
2050-12-31,Australia and New Zealand,No Affected,0.0
2021-12-31,Melanesia,No Affected,1421257483.2570248
2022-12-31,Melanesia,No Affected,1515894359.2166634
2023-12-31,Melanesia,No Affected,1469380441.3239784
2024-12-31,Melanesia,No Affected,1563911167.2882423
2025-12-31,Melanesia,No Affected,1658522977.763583
2026-12-31,Melanesia,No Affected,1753170344.3853326
2027-12-31,Melanesia,No Affected,1706665257.4015388
2028-12-31,Melanesia,No Affected,1801202229.0612972
2029-12-31,Melanesia,No Affected,1895816790.9483528
2030-12-31,Melanesia,No Affected,1990465993.096314
2031-12-31,Melanesia,No Affected,1943961825.7535121
2032-12-31,Melanesia,No Affected,2038498798.409671
2033-12-31,Melanesia,No Affected,2133113361.0443702
2034-12-31,Melanesia,No Affected,2227762563.690614
2035-12-31,Melanesia,No Affected,2181258396.5973268
2036-12-31,Melanesia,No Affected,2275795369.2532835
2037-12-31,Melanesia,No Affected,2370409931.8876867
2038-12-31,Melanesia,No Affected,2465059134.5339155
2039-12-31,Melanesia,No Affected,2418554967.4406877
2040-12-31,Melanesia,No Affected,2513091940.0965934
2041-12-31,Melanesia,No Affected,2607706502.7312174
2042-12-31,Melanesia,No Affected,2702355705.377592
2043-12-31,Melanesia,No Affected,2655851538.284415
2044-12-31,Melanesia,No Affected,2750388510.940774
2045-12-31,Melanesia,No Affected,2845003073.5751595
2046-12-31,Melanesia,No Affected,2939652276.221482
2047-12-31,Melanesia,No Affected,2893148109.1280985
2048-12-31,Melanesia,No Affected,2987685081.7839894
2049-12-31,Melanesia,No Affected,3082299644.418341
2050-12-31,Melanesia,No Affected,3176948847.0648575
2021-12-31,Northern Europe,No Affected,659.3153188609224
2022-12-31,Northern Europe,No Affected,680.7483359963729
2023-12-31,Northern Europe,No Affected,696.9097086414702
2024-12-31,Northern Europe,No Affected,710.3683893836758
2025-12-31,Northern Europe,No Affected,749.598037102731
2026-12-31,Northern Europe,No Affected,768.4685799849227
2027-12-31,Northern Europe,No Affected,784.6299529670723
2028-12-31,Northern Europe,No Affected,806.0629705533386
2029-12-31,Northern Europe,No Affected,830.1986801562196
2030-12-31,Northern Europe,No Affected,828.5634228955284
2031-12-31,Northern Europe,No Affected,847.2872705849056
2032-12-31,Northern Europe,No Affected,868.720288175029
2033-12-31,Northern Europe,No Affected,892.855997782223
2034-12-31,Northern Europe,No Affected,891.2207405258769
2035-12-31,Northern Europe,No Affected,909.9445882189168
2036-12-31,Northern Europe,No Affected,931.3776058118925
2037-12-31,Northern Europe,No Affected,955.513315421703
2038-12-31,Northern Europe,No Affected,953.8780581671363
2039-12-31,Northern Europe,No Affected,972.601905860578
2040-12-31,Northern Europe,No Affected,994.0349234526517
2041-12-31,Northern Europe,No Affected,1018.1706330599702
2042-12-31,Northern Europe,No Affected,1016.5353758011995
2043-12-31,Northern Europe,No Affected,1035.2592234900112
2044-12-31,Northern Europe,No Affected,1056.6922410776817
2045-12-31,Northern Europe,No Affected,1080.8279506811607
2046-12-31,Northern Europe,No Affected,1079.1926934196497
2047-12-31,Northern Europe,No Affected,1097.9165411069541
2048-12-31,Northern Europe,No Affected,1119.349558693646
2049-12-31,Northern Europe,No Affected,1143.4852682967762
2050-12-31,Northern Europe,No Affected,1141.85001103529
2021-12-31,Southern Africa,No Affected,266615.3070345704
2022-12-31,Southern Africa,No Affected,277350.3507753493
2023-12-31,Southern Africa,No Affected,276010.81184391596
2024-12-31,Southern Africa,No Affected,275071.68286167143
2025-12-31,Southern Africa,No Affected,301004.3444661144
2026-12-31,Southern Africa,No Affected,299273.1952658642
2027-12-31,Southern Africa,No Affected,297933.65630490734
2028-12-31,Southern Africa,No Affected,308668.70001477475
2029-12-31,Southern Africa,No Affected,319003.3337740339
2030-12-31,Southern Africa,No Affected,302466.16990372294
2031-12-31,Southern Africa,No Affected,313592.8098152154
2032-12-31,Southern Africa,No Affected,324327.83246881666
2033-12-31,Southern Africa,No Affected,334662.43815503514
2034-12-31,Southern Africa,No Affected,318125.24621210806
2035-12-31,Southern Africa,No Affected,329251.86508826504
2036-12-31,Southern Africa,No Affected,339986.87372943433
2037-12-31,Southern Africa,No Affected,350321.47242740844
2038-12-31,Southern Africa,No Affected,333784.28050751175
2039-12-31,Southern Africa,No Affected,344910.8994031962
2040-12-31,Southern Africa,No Affected,355645.90805561276
2041-12-31,Southern Africa,No Affected,365980.50675344735
2042-12-31,Southern Africa,No Affected,349443.3148297118
2043-12-31,Southern Africa,No Affected,360569.9337214382
2044-12-31,Southern Africa,No Affected,371304.9423643081
2045-12-31,Southern Africa,No Affected,381639.5410501146
2046-12-31,Southern Africa,No Affected,365102.34911477595
2047-12-31,Southern Africa,No Affected,376228.9679923459
2048-12-31,Southern Africa,No Affected,386963.9766238217
2049-12-31,Southern Africa,No Affected,397298.57530194626
2050-12-31,Southern Africa,No Affected,380761.38336500037
2021-12-31,Micronesia,No Affected,606722.6900822321
2022-12-31,Micronesia,No Affected,615810.3209285743
2023-12-31,Micronesia,No Affected,624469.4580726334
2024-12-31,Micronesia,No Affected,612871.5320175879
2025-12-31,Micronesia,No Affected,622381.7243318253
2026-12-31,Micronesia,No Affected,631469.3551781023
2027-12-31,Micronesia,No Affected,640128.4923221858
2028-12-31,Micronesia,No Affected,628530.5662670225
2029-12-31,Micronesia,No Affected,638040.7585811239
2030-12-31,Micronesia,No Affected,647128.3894274412
2031-12-31,Micronesia,No Affected,0.0
2032-12-31,Micronesia,No Affected,0.0
2033-12-31,Micronesia,No Affected,0.0
2034-12-31,Micronesia,No Affected,0.0
2035-12-31,Micronesia,No Affected,6871.823595590975
2036-12-31,Micronesia,No Affected,7131.347548211236
2037-12-31,Micronesia,No Affected,7390.871503491415
2038-12-31,Micronesia,No Affected,9513.867786871802
2039-12-31,Micronesia,No Affected,12764.402627331041
2040-12-31,Micronesia,No Affected,13088.80757455283
2041-12-31,Micronesia,No Affected,14709.733322944307
2042-12-31,Micronesia,No Affected,14969.257277981675
2043-12-31,Micronesia,No Affected,10374.298026100998
2044-12-31,Micronesia,No Affected,12270.210840555372
2045-12-31,Micronesia,No Affected,12335.091826010548
2046-12-31,Micronesia,No Affected,12399.972811418887
2047-12-31,Micronesia,No Affected,7740.1325708227105
2048-12-31,Micronesia,No Affected,12497.294290086204
