Year,Region,variable,value
1989-01-01,Southern Europe,ins_adj_usd_damages,0.0
1989-01-01,Melanesia,ins_adj_usd_damages,0.0
1989-01-01,Australia and New Zealand,ins_adj_usd_damages,23484633.260511
1989-01-01,Polynesia,ins_adj_usd_damages,0.0
1989-01-01,Northern Europe,ins_adj_usd_damages,0.0
1989-01-01,Western Asia,ins_adj_usd_damages,0.0
1989-01-01,Micronesia,ins_adj_usd_damages,0.0
1989-01-01,Southern Africa,ins_adj_usd_damages,0.0
1989-01-01,Middle Africa,ins_adj_usd_damages,0.0
1989-01-01,Russian Federation,ins_adj_usd_damages,0.0
1989-01-01,Central Asia,ins_adj_usd_damages,0.0
1990-01-01,Western Africa,ins_adj_usd_damages,0.0
1990-01-01,Southern Asia,ins_adj_usd_damages,5805663.71105
1990-01-01,Central America,ins_adj_usd_damages,0.0
1990-01-01,Northern America,ins_adj_usd_damages,121161677.448
1990-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1990-01-01,South America,ins_adj_usd_damages,0.0
1990-01-01,Western Europe,ins_adj_usd_damages,301071623.248599
1990-01-01,Eastern Asia,ins_adj_usd_damages,15453162.277847
1990-01-01,Caribbean,ins_adj_usd_damages,0.0
1990-01-01,South-Eastern Asia,ins_adj_usd_damages,2796815.387758
1990-01-01,Northern Africa,ins_adj_usd_damages,0.0
1990-01-01,Eastern Europe,ins_adj_usd_damages,1196471.564799
1990-01-01,Southern Europe,ins_adj_usd_damages,0.0
1990-01-01,Melanesia,ins_adj_usd_damages,0.0
1990-01-01,Australia and New Zealand,ins_adj_usd_damages,19643336.956257
1990-01-01,Polynesia,ins_adj_usd_damages,0.0
1990-01-01,Northern Europe,ins_adj_usd_damages,222634582.3107
1990-01-01,Western Asia,ins_adj_usd_damages,0.0
1990-01-01,Micronesia,ins_adj_usd_damages,0.0
1990-01-01,Southern Africa,ins_adj_usd_damages,5947019.001406
1990-01-01,Middle Africa,ins_adj_usd_damages,0.0
1990-01-01,Russian Federation,ins_adj_usd_damages,0.0
1990-01-01,Central Asia,ins_adj_usd_damages,0.0
1991-01-01,Western Africa,ins_adj_usd_damages,0.0
1991-01-01,Southern Asia,ins_adj_usd_damages,6735618.5625599995
1991-01-01,Central America,ins_adj_usd_damages,0.0
1991-01-01,Northern America,ins_adj_usd_damages,226011575.9859
1991-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1991-01-01,South America,ins_adj_usd_damages,0.0
1991-01-01,Western Europe,ins_adj_usd_damages,52622.02002
1991-01-01,Eastern Asia,ins_adj_usd_damages,305365582.17605996
1991-01-01,Caribbean,ins_adj_usd_damages,0.0
1991-01-01,South-Eastern Asia,ins_adj_usd_damages,1047178.198398
1991-01-01,Northern Africa,ins_adj_usd_damages,0.0
1991-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1991-01-01,Southern Europe,ins_adj_usd_damages,0.0
1991-01-01,Melanesia,ins_adj_usd_damages,0.0
1991-01-01,Australia and New Zealand,ins_adj_usd_damages,2262746.86086
1991-01-01,Polynesia,ins_adj_usd_damages,0.0
1991-01-01,Northern Europe,ins_adj_usd_damages,35782973.6136
1991-01-01,Western Asia,ins_adj_usd_damages,0.0
1991-01-01,Micronesia,ins_adj_usd_damages,0.0
1991-01-01,Southern Africa,ins_adj_usd_damages,0.0
1991-01-01,Middle Africa,ins_adj_usd_damages,0.0
1991-01-01,Russian Federation,ins_adj_usd_damages,0.0
1991-01-01,Central Asia,ins_adj_usd_damages,0.0
1992-01-01,Western Africa,ins_adj_usd_damages,0.0
1992-01-01,Southern Asia,ins_adj_usd_damages,10843.16893
1992-01-01,Central America,ins_adj_usd_damages,0.0
1992-01-01,Northern America,ins_adj_usd_damages,1265777325.04355
1992-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1992-01-01,South America,ins_adj_usd_damages,135539.611625
1992-01-01,Western Europe,ins_adj_usd_damages,14139492.28472
1992-01-01,Eastern Asia,ins_adj_usd_damages,422883.58827
1992-01-01,Caribbean,ins_adj_usd_damages,0.0
1992-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1992-01-01,Northern Africa,ins_adj_usd_damages,0.0
1992-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1992-01-01,Southern Europe,ins_adj_usd_damages,0.0
1992-01-01,Melanesia,ins_adj_usd_damages,0.0
1992-01-01,Australia and New Zealand,ins_adj_usd_damages,3724628.527455
1992-01-01,Polynesia,ins_adj_usd_damages,0.0
1992-01-01,Northern Europe,ins_adj_usd_damages,7275766.35203
1992-01-01,Western Asia,ins_adj_usd_damages,8717907.81972
1992-01-01,Micronesia,ins_adj_usd_damages,0.0
1992-01-01,Southern Africa,ins_adj_usd_damages,0.0
1992-01-01,Middle Africa,ins_adj_usd_damages,0.0
1992-01-01,Russian Federation,ins_adj_usd_damages,0.0
1992-01-01,Central Asia,ins_adj_usd_damages,0.0
1993-01-01,Western Africa,ins_adj_usd_damages,0.0
1993-01-01,Southern Asia,ins_adj_usd_damages,0.0
1993-01-01,Central America,ins_adj_usd_damages,0.0
1993-01-01,Northern America,ins_adj_usd_damages,245311791.5835
1993-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1993-01-01,South America,ins_adj_usd_damages,2734989.2577
1993-01-01,Western Europe,ins_adj_usd_damages,66421167.687
1993-01-01,Eastern Asia,ins_adj_usd_damages,63462914.000099994
1993-01-01,Caribbean,ins_adj_usd_damages,279080.5365
1993-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1993-01-01,Northern Africa,ins_adj_usd_damages,0.0
1993-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1993-01-01,Southern Europe,ins_adj_usd_damages,0.0
1993-01-01,Melanesia,ins_adj_usd_damages,0.0
1993-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1993-01-01,Polynesia,ins_adj_usd_damages,0.0
1993-01-01,Northern Europe,ins_adj_usd_damages,4186208.0475
1993-01-01,Western Asia,ins_adj_usd_damages,0.0
1993-01-01,Micronesia,ins_adj_usd_damages,2790805.3649999998
1993-01-01,Southern Africa,ins_adj_usd_damages,0.0
1993-01-01,Middle Africa,ins_adj_usd_damages,0.0
1993-01-01,Russian Federation,ins_adj_usd_damages,0.0
1993-01-01,Central Asia,ins_adj_usd_damages,0.0
1994-01-01,Western Africa,ins_adj_usd_damages,0.0
1994-01-01,Southern Asia,ins_adj_usd_damages,0.0
1994-01-01,Central America,ins_adj_usd_damages,0.0
1994-01-01,Northern America,ins_adj_usd_damages,704313239.087214
1994-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1994-01-01,South America,ins_adj_usd_damages,1317244.10049
1994-01-01,Western Europe,ins_adj_usd_damages,37375369.564338
1994-01-01,Eastern Asia,ins_adj_usd_damages,12645543.364704002
1994-01-01,Caribbean,ins_adj_usd_damages,0.0
1994-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1994-01-01,Northern Africa,ins_adj_usd_damages,0.0
1994-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1994-01-01,Southern Europe,ins_adj_usd_damages,0.0
1994-01-01,Melanesia,ins_adj_usd_damages,0.0
1994-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1994-01-01,Polynesia,ins_adj_usd_damages,0.0
1994-01-01,Northern Europe,ins_adj_usd_damages,2686032.535347
1994-01-01,Western Asia,ins_adj_usd_damages,0.0
1994-01-01,Micronesia,ins_adj_usd_damages,0.0
1994-01-01,Southern Africa,ins_adj_usd_damages,0.0
1994-01-01,Middle Africa,ins_adj_usd_damages,0.0
1994-01-01,Russian Federation,ins_adj_usd_damages,0.0
1994-01-01,Central Asia,ins_adj_usd_damages,0.0
1995-01-01,Western Africa,ins_adj_usd_damages,0.0
1995-01-01,Southern Asia,ins_adj_usd_damages,0.0
1995-01-01,Central America,ins_adj_usd_damages,20018582.3186
1995-01-01,Northern America,ins_adj_usd_damages,414502410.3616
1995-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1995-01-01,South America,ins_adj_usd_damages,0.0
1995-01-01,Western Europe,ins_adj_usd_damages,61804428.999513
1995-01-01,Eastern Asia,ins_adj_usd_damages,181297701.986568
1995-01-01,Caribbean,ins_adj_usd_damages,82429456.606
1995-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1995-01-01,Northern Africa,ins_adj_usd_damages,0.0
1995-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1995-01-01,Southern Europe,ins_adj_usd_damages,3891847.915469
1995-01-01,Melanesia,ins_adj_usd_damages,0.0
1995-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1995-01-01,Polynesia,ins_adj_usd_damages,0.0
1995-01-01,Northern Europe,ins_adj_usd_damages,35715505.983714
1995-01-01,Western Asia,ins_adj_usd_damages,0.0
1995-01-01,Micronesia,ins_adj_usd_damages,0.0
1995-01-01,Southern Africa,ins_adj_usd_damages,0.0
1995-01-01,Middle Africa,ins_adj_usd_damages,0.0
1995-01-01,Russian Federation,ins_adj_usd_damages,0.0
1995-01-01,Central Asia,ins_adj_usd_damages,0.0
1996-01-01,Western Africa,ins_adj_usd_damages,0.0
1996-01-01,Southern Asia,ins_adj_usd_damages,0.0
1996-01-01,Central America,ins_adj_usd_damages,0.0
1996-01-01,Northern America,ins_adj_usd_damages,267257704.75296202
1996-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1996-01-01,South America,ins_adj_usd_damages,0.0
1996-01-01,Western Europe,ins_adj_usd_damages,0.0
1996-01-01,Eastern Asia,ins_adj_usd_damages,6969463.2637
1996-01-01,Caribbean,ins_adj_usd_damages,9090604.257000001
1996-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1996-01-01,Northern Africa,ins_adj_usd_damages,0.0
1996-01-01,Eastern Europe,ins_adj_usd_damages,0.0
1996-01-01,Southern Europe,ins_adj_usd_damages,787852.3689400001
1996-01-01,Melanesia,ins_adj_usd_damages,0.0
1996-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1996-01-01,Polynesia,ins_adj_usd_damages,0.0
1996-01-01,Northern Europe,ins_adj_usd_damages,14544966.8112
1996-01-01,Western Asia,ins_adj_usd_damages,0.0
1996-01-01,Micronesia,ins_adj_usd_damages,0.0
1996-01-01,Southern Africa,ins_adj_usd_damages,0.0
1996-01-01,Middle Africa,ins_adj_usd_damages,0.0
1996-01-01,Russian Federation,ins_adj_usd_damages,0.0
1996-01-01,Central Asia,ins_adj_usd_damages,0.0
1997-01-01,Western Africa,ins_adj_usd_damages,0.0
1997-01-01,Southern Asia,ins_adj_usd_damages,384528.695384
1997-01-01,Central America,ins_adj_usd_damages,186062.27196
1997-01-01,Northern America,ins_adj_usd_damages,177937552.75108
1997-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1997-01-01,South America,ins_adj_usd_damages,0.0
1997-01-01,Western Europe,ins_adj_usd_damages,4291836.406544
1997-01-01,Eastern Asia,ins_adj_usd_damages,2790934.0794
1997-01-01,Caribbean,ins_adj_usd_damages,0.0
1997-01-01,South-Eastern Asia,ins_adj_usd_damages,310103.7866
1997-01-01,Northern Africa,ins_adj_usd_damages,0.0
1997-01-01,Eastern Europe,ins_adj_usd_damages,47135775.5632
1997-01-01,Southern Europe,ins_adj_usd_damages,254285.105012
1997-01-01,Melanesia,ins_adj_usd_damages,0.0
1997-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
1997-01-01,Polynesia,ins_adj_usd_damages,0.0
1997-01-01,Northern Europe,ins_adj_usd_damages,0.0
1997-01-01,Western Asia,ins_adj_usd_damages,155051.8933
1997-01-01,Micronesia,ins_adj_usd_damages,0.0
1997-01-01,Southern Africa,ins_adj_usd_damages,0.0
1997-01-01,Middle Africa,ins_adj_usd_damages,0.0
1997-01-01,Russian Federation,ins_adj_usd_damages,0.0
1997-01-01,Central Asia,ins_adj_usd_damages,0.0
1998-01-01,Western Africa,ins_adj_usd_damages,0.0
1998-01-01,Southern Asia,ins_adj_usd_damages,13667419.740869999
1998-01-01,Central America,ins_adj_usd_damages,9447525.1665
1998-01-01,Northern America,ins_adj_usd_damages,539768604.5127
1998-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1998-01-01,South America,ins_adj_usd_damages,0.0
1998-01-01,Western Europe,ins_adj_usd_damages,14045320.747529998
1998-01-01,Eastern Asia,ins_adj_usd_damages,22881905.953263
1998-01-01,Caribbean,ins_adj_usd_damages,28972410.510599997
1998-01-01,South-Eastern Asia,ins_adj_usd_damages,3149175.0555
1998-01-01,Northern Africa,ins_adj_usd_damages,0.0
1998-01-01,Eastern Europe,ins_adj_usd_damages,1322653.5233099998
1998-01-01,Southern Europe,ins_adj_usd_damages,0.0
1998-01-01,Melanesia,ins_adj_usd_damages,0.0
1998-01-01,Australia and New Zealand,ins_adj_usd_damages,5403984.395238
1998-01-01,Polynesia,ins_adj_usd_damages,0.0
1998-01-01,Northern Europe,ins_adj_usd_damages,56741836.149999
1998-01-01,Western Asia,ins_adj_usd_damages,0.0
1998-01-01,Micronesia,ins_adj_usd_damages,0.0
1998-01-01,Southern Africa,ins_adj_usd_damages,0.0
1998-01-01,Middle Africa,ins_adj_usd_damages,0.0
1998-01-01,Russian Federation,ins_adj_usd_damages,0.0
1998-01-01,Central Asia,ins_adj_usd_damages,0.0
1999-01-01,Western Africa,ins_adj_usd_damages,0.0
1999-01-01,Southern Asia,ins_adj_usd_damages,6436159.282
1999-01-01,Central America,ins_adj_usd_damages,3539887.6051
1999-01-01,Northern America,ins_adj_usd_damages,376064786.84726
1999-01-01,Eastern Africa,ins_adj_usd_damages,0.0
1999-01-01,South America,ins_adj_usd_damages,32180796.409999996
1999-01-01,Western Europe,ins_adj_usd_damages,445189137.53593993
1999-01-01,Eastern Asia,ins_adj_usd_damages,289691529.28282
1999-01-01,Caribbean,ins_adj_usd_damages,12035617.85734
1999-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
1999-01-01,Northern Africa,ins_adj_usd_damages,0.0
1999-01-01,Eastern Europe,ins_adj_usd_damages,1351593.4492199998
1999-01-01,Southern Europe,ins_adj_usd_damages,1544678.22768
1999-01-01,Melanesia,ins_adj_usd_damages,0.0
1999-01-01,Australia and New Zealand,ins_adj_usd_damages,70797752.102
1999-01-01,Polynesia,ins_adj_usd_damages,0.0
1999-01-01,Northern Europe,ins_adj_usd_damages,142882736.06039998
1999-01-01,Western Asia,ins_adj_usd_damages,128723185.64
1999-01-01,Micronesia,ins_adj_usd_damages,0.0
1999-01-01,Southern Africa,ins_adj_usd_damages,0.0
1999-01-01,Middle Africa,ins_adj_usd_damages,0.0
1999-01-01,Russian Federation,ins_adj_usd_damages,0.0
1999-01-01,Central Asia,ins_adj_usd_damages,0.0
2000-01-01,Western Africa,ins_adj_usd_damages,0.0
2000-01-01,Southern Asia,ins_adj_usd_damages,0.0
2000-01-01,Central America,ins_adj_usd_damages,0.0
2000-01-01,Northern America,ins_adj_usd_damages,76814650.81544499
2000-01-01,Eastern Africa,ins_adj_usd_damages,99802.49131499999
2000-01-01,South America,ins_adj_usd_damages,0.0
2000-01-01,Western Europe,ins_adj_usd_damages,10978274.04465
2000-01-01,Eastern Asia,ins_adj_usd_damages,182505489.11802998
2000-01-01,Caribbean,ins_adj_usd_damages,0.0
2000-01-01,South-Eastern Asia,ins_adj_usd_damages,99802.49131499999
2000-01-01,Northern Africa,ins_adj_usd_damages,0.0
2000-01-01,Eastern Europe,ins_adj_usd_damages,3659424.68155
2000-01-01,Southern Europe,ins_adj_usd_damages,19960498.262999997
2000-01-01,Melanesia,ins_adj_usd_damages,0.0
2000-01-01,Australia and New Zealand,ins_adj_usd_damages,665349.9421
2000-01-01,Polynesia,ins_adj_usd_damages,0.0
2000-01-01,Northern Europe,ins_adj_usd_damages,81305762.92462
2000-01-01,Western Asia,ins_adj_usd_damages,0.0
2000-01-01,Micronesia,ins_adj_usd_damages,0.0
2000-01-01,Southern Africa,ins_adj_usd_damages,3859029.6641799994
2000-01-01,Middle Africa,ins_adj_usd_damages,0.0
2000-01-01,Russian Federation,ins_adj_usd_damages,0.0
2000-01-01,Central Asia,ins_adj_usd_damages,0.0
2001-01-01,Western Africa,ins_adj_usd_damages,0.0
2001-01-01,Southern Asia,ins_adj_usd_damages,6841537.906
2001-01-01,Central America,ins_adj_usd_damages,30102766.7864
2001-01-01,Northern America,ins_adj_usd_damages,274037800.82483
2001-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2001-01-01,South America,ins_adj_usd_damages,3420768.953
2001-01-01,Western Europe,ins_adj_usd_damages,13683075.812
2001-01-01,Eastern Asia,ins_adj_usd_damages,108643621.94728
2001-01-01,Caribbean,ins_adj_usd_damages,6157384.1154000005
2001-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
2001-01-01,Northern Africa,ins_adj_usd_damages,0.0
2001-01-01,Eastern Europe,ins_adj_usd_damages,2428745.95663
2001-01-01,Southern Europe,ins_adj_usd_damages,2052461.3718
2001-01-01,Melanesia,ins_adj_usd_damages,0.0
2001-01-01,Australia and New Zealand,ins_adj_usd_damages,2394538.2671000003
2001-01-01,Polynesia,ins_adj_usd_damages,0.0
2001-01-01,Northern Europe,ins_adj_usd_damages,0.0
2001-01-01,Western Asia,ins_adj_usd_damages,0.0
2001-01-01,Micronesia,ins_adj_usd_damages,0.0
2001-01-01,Southern Africa,ins_adj_usd_damages,0.0
2001-01-01,Middle Africa,ins_adj_usd_damages,0.0
2001-01-01,Russian Federation,ins_adj_usd_damages,0.0
2001-01-01,Central Asia,ins_adj_usd_damages,0.0
2002-01-01,Western Africa,ins_adj_usd_damages,0.0
2002-01-01,Southern Asia,ins_adj_usd_damages,0.0
2002-01-01,Central America,ins_adj_usd_damages,19460132.314
2002-01-01,Northern America,ins_adj_usd_damages,323420449.01142496
2002-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2002-01-01,South America,ins_adj_usd_damages,2780018.902
2002-01-01,Western Europe,ins_adj_usd_damages,286897950.6864
2002-01-01,Eastern Asia,ins_adj_usd_damages,12510085.059
2002-01-01,Caribbean,ins_adj_usd_damages,139000.94509999998
2002-01-01,South-Eastern Asia,ins_adj_usd_damages,13900094.51
2002-01-01,Northern Africa,ins_adj_usd_damages,0.0
2002-01-01,Eastern Europe,ins_adj_usd_damages,84095571.7855
2002-01-01,Southern Europe,ins_adj_usd_damages,2085014.1764999998
2002-01-01,Melanesia,ins_adj_usd_damages,0.0
2002-01-01,Australia and New Zealand,ins_adj_usd_damages,0.0
2002-01-01,Polynesia,ins_adj_usd_damages,0.0
2002-01-01,Northern Europe,ins_adj_usd_damages,17375118.1375
2002-01-01,Western Asia,ins_adj_usd_damages,0.0
2002-01-01,Micronesia,ins_adj_usd_damages,0.0
2002-01-01,Southern Africa,ins_adj_usd_damages,0.0
2002-01-01,Middle Africa,ins_adj_usd_damages,0.0
2002-01-01,Russian Federation,ins_adj_usd_damages,0.0
2002-01-01,Central Asia,ins_adj_usd_damages,0.0
2003-01-01,Western Africa,ins_adj_usd_damages,0.0
2003-01-01,Southern Asia,ins_adj_usd_damages,0.0
2003-01-01,Central America,ins_adj_usd_damages,1776954.9394999999
2003-01-01,Northern America,ins_adj_usd_damages,692088409.83646
2003-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2003-01-01,South America,ins_adj_usd_damages,0.0
2003-01-01,Western Europe,ins_adj_usd_damages,79607581.28959998
2003-01-01,Eastern Asia,ins_adj_usd_damages,65889489.156660005
2003-01-01,Caribbean,ins_adj_usd_damages,0.0
2003-01-01,South-Eastern Asia,ins_adj_usd_damages,4477926.44754
2003-01-01,Northern Africa,ins_adj_usd_damages,0.0
2003-01-01,Eastern Europe,ins_adj_usd_damages,0.0
2003-01-01,Southern Europe,ins_adj_usd_damages,7534288.94348
2003-01-01,Melanesia,ins_adj_usd_damages,0.0
2003-01-01,Australia and New Zealand,ins_adj_usd_damages,24095508.979619995
2003-01-01,Polynesia,ins_adj_usd_damages,0.0
2003-01-01,Northern Europe,ins_adj_usd_damages,0.0
2003-01-01,Western Asia,ins_adj_usd_damages,518870.842334
2003-01-01,Micronesia,ins_adj_usd_damages,0.0
2003-01-01,Southern Africa,ins_adj_usd_damages,0.0
2003-01-01,Middle Africa,ins_adj_usd_damages,0.0
2003-01-01,Russian Federation,ins_adj_usd_damages,0.0
2003-01-01,Central Asia,ins_adj_usd_damages,0.0
2004-01-01,Western Africa,ins_adj_usd_damages,0.0
2004-01-01,Southern Asia,ins_adj_usd_damages,4670792.26944
2004-01-01,Central America,ins_adj_usd_damages,0.0
2004-01-01,Northern America,ins_adj_usd_damages,2345795945.632425
2004-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2004-01-01,South America,ins_adj_usd_damages,218943.38763
2004-01-01,Western Europe,ins_adj_usd_damages,7881961.954680001
2004-01-01,Eastern Asia,ins_adj_usd_damages,604502693.24643
2004-01-01,Caribbean,ins_adj_usd_damages,143043013.2516
2004-01-01,South-Eastern Asia,ins_adj_usd_damages,34669028.60104761
2004-01-01,Northern Africa,ins_adj_usd_damages,0.0
2004-01-01,Eastern Europe,ins_adj_usd_damages,1167698.06736
2004-01-01,Southern Europe,ins_adj_usd_damages,218943.38763
2004-01-01,Melanesia,ins_adj_usd_damages,0.0
2004-01-01,Australia and New Zealand,ins_adj_usd_damages,7298112.921
2004-01-01,Polynesia,ins_adj_usd_damages,0.0
2004-01-01,Northern Europe,ins_adj_usd_damages,0.0
2004-01-01,Western Asia,ins_adj_usd_damages,0.0
2004-01-01,Micronesia,ins_adj_usd_damages,0.0
2004-01-01,Southern Africa,ins_adj_usd_damages,0.0
2004-01-01,Middle Africa,ins_adj_usd_damages,0.0
2004-01-01,Russian Federation,ins_adj_usd_damages,0.0
2004-01-01,Central Asia,ins_adj_usd_damages,0.0
2005-01-01,Western Africa,ins_adj_usd_damages,0.0
2005-01-01,Southern Asia,ins_adj_usd_damages,75457199.57999998
2005-01-01,Central America,ins_adj_usd_damages,154687259.139
2005-01-01,Northern America,ins_adj_usd_damages,6319615922.024579
2005-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2005-01-01,South America,ins_adj_usd_damages,3018287.9831999997
2005-01-01,Western Europe,ins_adj_usd_damages,159591977.1117
2005-01-01,Eastern Asia,ins_adj_usd_damages,74928999.18293999
2005-01-01,Caribbean,ins_adj_usd_damages,377285.99789999996
2005-01-01,South-Eastern Asia,ins_adj_usd_damages,0.0
2005-01-01,Northern Africa,ins_adj_usd_damages,0.0
2005-01-01,Eastern Europe,ins_adj_usd_damages,0.0
2005-01-01,Southern Europe,ins_adj_usd_damages,0.0
2005-01-01,Melanesia,ins_adj_usd_damages,0.0
2005-01-01,Australia and New Zealand,ins_adj_usd_damages,9130321.149179999
2005-01-01,Polynesia,ins_adj_usd_damages,0.0
2005-01-01,Northern Europe,ins_adj_usd_damages,165024895.48145998
2005-01-01,Western Asia,ins_adj_usd_damages,0.0
2005-01-01,Micronesia,ins_adj_usd_damages,0.0
2005-01-01,Southern Africa,ins_adj_usd_damages,754571.9957999999
2005-01-01,Middle Africa,ins_adj_usd_damages,0.0
2005-01-01,Russian Federation,ins_adj_usd_damages,0.0
2005-01-01,Central Asia,ins_adj_usd_damages,0.0
2006-01-01,Western Africa,ins_adj_usd_damages,0.0
2006-01-01,Southern Asia,ins_adj_usd_damages,31701799.79593
2006-01-01,Central America,ins_adj_usd_damages,0.0
2006-01-01,Northern America,ins_adj_usd_damages,398959750.74878
2006-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2006-01-01,South America,ins_adj_usd_damages,0.0
2006-01-01,Western Europe,ins_adj_usd_damages,0.0
2006-01-01,Eastern Asia,ins_adj_usd_damages,81396512.98955
2006-01-01,Caribbean,ins_adj_usd_damages,0.0
2006-01-01,South-Eastern Asia,ins_adj_usd_damages,3193547.3995899996
2006-01-01,Northern Africa,ins_adj_usd_damages,0.0
2006-01-01,Eastern Europe,ins_adj_usd_damages,389456.99994999997
2006-01-01,Southern Europe,ins_adj_usd_damages,9346967.9988
2006-01-01,Melanesia,ins_adj_usd_damages,0.0
2006-01-01,Australia and New Zealand,ins_adj_usd_damages,26093618.99665
2006-01-01,Polynesia,ins_adj_usd_damages,0.0
2006-01-01,Northern Europe,ins_adj_usd_damages,0.0
2006-01-01,Western Asia,ins_adj_usd_damages,0.0
2006-01-01,Micronesia,ins_adj_usd_damages,0.0
2006-01-01,Southern Africa,ins_adj_usd_damages,0.0
2006-01-01,Middle Africa,ins_adj_usd_damages,0.0
2006-01-01,Russian Federation,ins_adj_usd_damages,0.0
2006-01-01,Central Asia,ins_adj_usd_damages,0.0
2007-01-01,Western Africa,ins_adj_usd_damages,0.0
2007-01-01,Southern Asia,ins_adj_usd_damages,0.0
2007-01-01,Central America,ins_adj_usd_damages,94133237.08049999
2007-01-01,Northern America,ins_adj_usd_damages,510001861.49315995
2007-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2007-01-01,South America,ins_adj_usd_damages,16022678.651999999
2007-01-01,Western Europe,ins_adj_usd_damages,360109702.7037
2007-01-01,Eastern Asia,ins_adj_usd_damages,90848587.95684
2007-01-01,Caribbean,ins_adj_usd_damages,36852160.8996
2007-01-01,South-Eastern Asia,ins_adj_usd_damages,36451593.9333
2007-01-01,Northern Africa,ins_adj_usd_damages,0.0
2007-01-01,Eastern Europe,ins_adj_usd_damages,2803968.7641
2007-01-01,Southern Europe,ins_adj_usd_damages,4005669.6629999997
2007-01-01,Melanesia,ins_adj_usd_damages,0.0
2007-01-01,Australia and New Zealand,ins_adj_usd_damages,54477107.4168
2007-01-01,Polynesia,ins_adj_usd_damages,0.0
2007-01-01,Northern Europe,ins_adj_usd_damages,560713639.4267399
2007-01-01,Western Asia,ins_adj_usd_damages,52073705.618999995
2007-01-01,Micronesia,ins_adj_usd_damages,0.0
2007-01-01,Southern Africa,ins_adj_usd_damages,0.0
2007-01-01,Middle Africa,ins_adj_usd_damages,0.0
2007-01-01,Russian Federation,ins_adj_usd_damages,0.0
2007-01-01,Central Asia,ins_adj_usd_damages,0.0
2008-01-01,Western Africa,ins_adj_usd_damages,0.0
2008-01-01,Southern Asia,ins_adj_usd_damages,0.0
2008-01-01,Central America,ins_adj_usd_damages,0.0
2008-01-01,Northern America,ins_adj_usd_damages,2093243790.2310002
2008-01-01,Eastern Africa,ins_adj_usd_damages,0.0
2008-01-01,South America,ins_adj_usd_damages,39098840.791200005
2008-01-01,Western Europe,ins_adj_usd_damages,96499266.6336
2008-01-01,Eastern Asia,ins_adj_usd_damages,178856399.36400002
2008-01-01,Caribbean,ins_adj_usd_damages,0.0
2008-01-01,South-Eastern Asia,ins_adj_usd_damages,3743506.0332
2008-01-01,Northern Africa,ins_adj_usd_damages,0.0
2008-01-01,Eastern Europe,ins_adj_usd_damages,499134.13776
2008-01-01,Southern Europe,ins_adj_usd_damages,0.0
2008-01-01,Melanesia,ins_adj_usd_damages,0.0
2008-01-01,Australia and New Zealand,ins_adj_usd_damages,160138869.198
2008-01-01,Polynesia,ins_adj_usd_damages,0.0
2008-01-01,Northern Europe,ins_adj_usd_damages,0.0
2008-01-01,Western Asia,ins_adj_usd_damages,0.0
2008-01-01,Micronesia,ins_adj_usd_damages,0.0
2008-01-01,Southern Africa,ins_adj_usd_damages,0.0
2008-01-01,Middle Africa,ins_adj_usd_damages,0.0
2008-01-01,Russian Federation,ins_adj_usd_damages,0.0
2008-01-01,Central Asia,ins_adj_usd_damages,0.0
2009-01-01,Western Africa,ins_adj_usd_damages,0.0
2009-01-01,Southern Asia,ins_adj_usd_damages,4642021.993840001
2009-01-01,Central America,ins_adj_usd_damages,8289324.989000001
2009-01-01,Northern America,ins_adj_usd_damages,560772835.5058501
2009-01-01,Eastern Africa,ins_adj_usd_damages,0.0
